product_id,brand,product_type,price_range,item_price,product_rating,average_sentiment_score,positive_review_percentage,total_reviews,cluster,rag_document
P000838,Nimbus,Dress,Mid Range ($50-$200),57.65,2.85,0.9987787246704102,100.0,5,3,"
Product ID: P000838

Brand: Nimbus

Product Type: Dress

Price Range: Mid Range ($50-$200)

Price: $57.65

Product Rating: 2.85

Average Customer Sentiment Score:
0.9987787246704102

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P001904,Everest,Shorts,Premium ($200-$500),215.5,4.14,0.4280105914388384,71.42857142857143,7,1,"
Product ID: P001904

Brand: Everest

Product Type: Shorts

Price Range: Premium ($200-$500)

Price: $215.5

Product Rating: 4.14

Average Customer Sentiment Score:
0.4280105914388384

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
1
"
P000821,Acme,Jeans,Mid Range ($50-$200),166.22,4.44,0.8169818249615756,90.9090909090909,11,4,"
Product ID: P000821

Brand: Acme

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $166.22

Product Rating: 4.44

Average Customer Sentiment Score:
0.8169818249615756

Positive Review Percentage:
90.9090909090909%

Total Customer Reviews:
11

Product Cluster:
4
"
P000403,Orion,Dress,Mid Range ($50-$200),74.66,2.55,0.7984906792640686,90.0,10,3,"
Product ID: P000403

Brand: Orion

Product Type: Dress

Price Range: Mid Range ($50-$200)

Price: $74.66

Product Rating: 2.55

Average Customer Sentiment Score:
0.7984906792640686

Positive Review Percentage:
90.0%

Total Customer Reviews:
10

Product Cluster:
3
"
P000173,Harbor,Jacket,Budget ($0-$50),30.32,4.4,0.9992113539150784,100.0,7,0,"
Product ID: P000173

Brand: Harbor

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $30.32

Product Rating: 4.4

Average Customer Sentiment Score:
0.9992113539150784

Positive Review Percentage:
100.0%

Total Customer Reviews:
7

Product Cluster:
0
"
P001624,Pulse,Jeans,Mid Range ($50-$200),50.81,4.64,0.2495526000857353,62.5,8,4,"
Product ID: P001624

Brand: Pulse

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $50.81

Product Rating: 4.64

Average Customer Sentiment Score:
0.2495526000857353

Positive Review Percentage:
62.5%

Total Customer Reviews:
8

Product Cluster:
4
"
P000001,Astra,T-Shirt,Mid Range ($50-$200),157.89,4.08,0.1989923357963562,60.0,5,2,"
Product ID: P000001

Brand: Astra

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $157.89

Product Rating: 4.08

Average Customer Sentiment Score:
0.1989923357963562

Positive Review Percentage:
60.0%

Total Customer Reviews:
5

Product Cluster:
2
"
P000867,GreenLeaf,T-Shirt,Mid Range ($50-$200),183.87,3.85,0.7483977973461151,87.5,8,1,"
Product ID: P000867

Brand: GreenLeaf

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $183.87

Product Rating: 3.85

Average Customer Sentiment Score:
0.7483977973461151

Positive Review Percentage:
87.5%

Total Customer Reviews:
8

Product Cluster:
1
"
P001658,Harbor,Shirt,Budget ($0-$50),20.37,3.92,0.9987499475479126,100.0,5,3,"
Product ID: P001658

Brand: Harbor

Product Type: Shirt

Price Range: Budget ($0-$50)

Price: $20.37

Product Rating: 3.92

Average Customer Sentiment Score:
0.9987499475479126

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P001772,Acme,Jacket,Budget ($0-$50),20.18,4.07,0.9991442710161208,100.0,8,0,"
Product ID: P001772

Brand: Acme

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $20.18

Product Rating: 4.07

Average Customer Sentiment Score:
0.9991442710161208

Positive Review Percentage:
100.0%

Total Customer Reviews:
8

Product Cluster:
0
"
P001092,Orion,Shorts,Budget ($0-$50),20.74,3.08,0.7993685483932496,90.0,10,1,"
Product ID: P001092

Brand: Orion

Product Type: Shorts

Price Range: Budget ($0-$50)

Price: $20.74

Product Rating: 3.08

Average Customer Sentiment Score:
0.7993685483932496

Positive Review Percentage:
90.0%

Total Customer Reviews:
10

Product Cluster:
1
"
P000030,Willow,Shirt,Mid Range ($50-$200),139.45,3.93,0.7130904197692871,85.71428571428571,7,3,"
Product ID: P000030

Brand: Willow

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $139.45

Product Rating: 3.93

Average Customer Sentiment Score:
0.7130904197692871

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
3
"
P001411,Astra,T-Shirt,Mid Range ($50-$200),52.89,3.58,0.6647620499134064,83.33333333333334,6,2,"
Product ID: P001411

Brand: Astra

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $52.89

Product Rating: 3.58

Average Customer Sentiment Score:
0.6647620499134064

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
2
"
P000446,GreenLeaf,Shirt,Mid Range ($50-$200),68.43,3.24,0.4654032667477926,73.33333333333333,15,3,"
Product ID: P000446

Brand: GreenLeaf

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $68.43

Product Rating: 3.24

Average Customer Sentiment Score:
0.4654032667477926

Positive Review Percentage:
73.33333333333333%

Total Customer Reviews:
15

Product Cluster:
3
"
P000813,Orion,Shorts,Premium ($200-$500),205.74,2.69,0.1426210829189845,57.14285714285714,7,1,"
Product ID: P000813

Brand: Orion

Product Type: Shorts

Price Range: Premium ($200-$500)

Price: $205.74

Product Rating: 2.69

Average Customer Sentiment Score:
0.1426210829189845

Positive Review Percentage:
57.14285714285714%

Total Customer Reviews:
7

Product Cluster:
1
"
P001931,Orion,Sweater,Budget ($0-$50),40.77,3.91,0.4994504451751709,75.0,4,2,"
Product ID: P001931

Brand: Orion

Product Type: Sweater

Price Range: Budget ($0-$50)

Price: $40.77

Product Rating: 3.91

Average Customer Sentiment Score:
0.4994504451751709

Positive Review Percentage:
75.0%

Total Customer Reviews:
4

Product Cluster:
2
"
P000120,Zenith,T-Shirt,Mid Range ($50-$200),176.19,2.8,0.9985162786075048,100.0,7,1,"
Product ID: P000120

Brand: Zenith

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $176.19

Product Rating: 2.8

Average Customer Sentiment Score:
0.9985162786075048

Positive Review Percentage:
100.0%

Total Customer Reviews:
7

Product Cluster:
1
"
P001593,Harbor,Shorts,Mid Range ($50-$200),181.12,4.17,0.2720668153329329,63.63636363636363,11,1,"
Product ID: P001593

Brand: Harbor

Product Type: Shorts

Price Range: Mid Range ($50-$200)

Price: $181.12

Product Rating: 4.17

Average Customer Sentiment Score:
0.2720668153329329

Positive Review Percentage:
63.63636363636363%

Total Customer Reviews:
11

Product Cluster:
1
"
P000547,Everest,Jacket,Premium ($200-$500),207.26,3.78,0.3330531418323517,66.66666666666666,6,0,"
Product ID: P000547

Brand: Everest

Product Type: Jacket

Price Range: Premium ($200-$500)

Price: $207.26

Product Rating: 3.78

Average Customer Sentiment Score:
0.3330531418323517

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
6

Product Cluster:
0
"
P000039,NeoTech,Sweater,Budget ($0-$50),33.41,4.75,0.4282655801091875,71.42857142857143,7,2,"
Product ID: P000039

Brand: NeoTech

Product Type: Sweater

Price Range: Budget ($0-$50)

Price: $33.41

Product Rating: 4.75

Average Customer Sentiment Score:
0.4282655801091875

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
2
"
P000230,Astra,Shorts,Mid Range ($50-$200),174.94,2.63,0.0002421637376149,50.0,6,2,"
Product ID: P000230

Brand: Astra

Product Type: Shorts

Price Range: Mid Range ($50-$200)

Price: $174.94

Product Rating: 2.63

Average Customer Sentiment Score:
0.0002421637376149

Positive Review Percentage:
50.0%

Total Customer Reviews:
6

Product Cluster:
2
"
P000095,NeoTech,Shirt,Mid Range ($50-$200),121.02,4.88,0.3835978599695059,69.23076923076923,13,3,"
Product ID: P000095

Brand: NeoTech

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $121.02

Product Rating: 4.88

Average Customer Sentiment Score:
0.3835978599695059

Positive Review Percentage:
69.23076923076923%

Total Customer Reviews:
13

Product Cluster:
3
"
P001908,Nimbus,Sweater,Mid Range ($50-$200),51.78,3.81,0.5999512195587158,80.0,5,2,"
Product ID: P001908

Brand: Nimbus

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $51.78

Product Rating: 3.81

Average Customer Sentiment Score:
0.5999512195587158

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
2
"
P000686,Willow,T-Shirt,Budget ($0-$50),29.92,4.3,0.3334227502346039,66.66666666666666,6,1,"
Product ID: P000686

Brand: Willow

Product Type: T-Shirt

Price Range: Budget ($0-$50)

Price: $29.92

Product Rating: 4.3

Average Customer Sentiment Score:
0.3334227502346039

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
6

Product Cluster:
1
"
P001155,Solace,Shirt,Mid Range ($50-$200),175.11,4.06,-0.0004216730594635,50.0,4,3,"
Product ID: P001155

Brand: Solace

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $175.11

Product Rating: 4.06

Average Customer Sentiment Score:
-0.0004216730594635

Positive Review Percentage:
50.0%

Total Customer Reviews:
4

Product Cluster:
3
"
P001963,Orion,T-Shirt,Mid Range ($50-$200),172.17,3.84,0.999198148647944,100.0,6,1,"
Product ID: P001963

Brand: Orion

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $172.17

Product Rating: 3.84

Average Customer Sentiment Score:
0.999198148647944

Positive Review Percentage:
100.0%

Total Customer Reviews:
6

Product Cluster:
1
"
P000109,Everest,Shirt,Mid Range ($50-$200),188.18,4.31,0.428259151322501,71.42857142857143,7,3,"
Product ID: P000109

Brand: Everest

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $188.18

Product Rating: 4.31

Average Customer Sentiment Score:
0.428259151322501

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
3
"
P000439,GreenLeaf,Skirt,Mid Range ($50-$200),115.37,4.45,0.5545267131593492,77.77777777777779,9,1,"
Product ID: P000439

Brand: GreenLeaf

Product Type: Skirt

Price Range: Mid Range ($50-$200)

Price: $115.37

Product Rating: 4.45

Average Customer Sentiment Score:
0.5545267131593492

Positive Review Percentage:
77.77777777777779%

Total Customer Reviews:
9

Product Cluster:
1
"
P000809,GreenLeaf,Shirt,Premium ($200-$500),232.34,3.92,0.1992774009704589,60.0,5,3,"
Product ID: P000809

Brand: GreenLeaf

Product Type: Shirt

Price Range: Premium ($200-$500)

Price: $232.34

Product Rating: 3.92

Average Customer Sentiment Score:
0.1992774009704589

Positive Review Percentage:
60.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P000793,Willow,Jacket,Mid Range ($50-$200),168.0,3.83,0.4280170202255249,71.42857142857143,7,0,"
Product ID: P000793

Brand: Willow

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $168.0

Product Rating: 3.83

Average Customer Sentiment Score:
0.4280170202255249

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
0
"
P001860,Everest,Tracksuit,Mid Range ($50-$200),86.67,3.46,0.3321594297885895,66.66666666666666,6,1,"
Product ID: P001860

Brand: Everest

Product Type: Tracksuit

Price Range: Mid Range ($50-$200)

Price: $86.67

Product Rating: 3.46

Average Customer Sentiment Score:
0.3321594297885895

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
6

Product Cluster:
1
"
P000943,Willow,Skirt,Mid Range ($50-$200),111.58,4.18,0.7136000650269645,85.71428571428571,7,1,"
Product ID: P000943

Brand: Willow

Product Type: Skirt

Price Range: Mid Range ($50-$200)

Price: $111.58

Product Rating: 4.18

Average Customer Sentiment Score:
0.7136000650269645

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
1
"
P001569,Everest,Jeans,Mid Range ($50-$200),51.05,4.46,0.713128387928009,85.71428571428571,7,4,"
Product ID: P001569

Brand: Everest

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $51.05

Product Rating: 4.46

Average Customer Sentiment Score:
0.713128387928009

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
4
"
P001490,Orion,Shirt,Mid Range ($50-$200),158.04,3.02,0.999583227293832,100.0,7,3,"
Product ID: P001490

Brand: Orion

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $158.04

Product Rating: 3.02

Average Customer Sentiment Score:
0.999583227293832

Positive Review Percentage:
100.0%

Total Customer Reviews:
7

Product Cluster:
3
"
P001590,Solace,Shirt,Budget ($0-$50),11.57,2.81,0.5996415913105011,80.0,10,3,"
Product ID: P001590

Brand: Solace

Product Type: Shirt

Price Range: Budget ($0-$50)

Price: $11.57

Product Rating: 2.81

Average Customer Sentiment Score:
0.5996415913105011

Positive Review Percentage:
80.0%

Total Customer Reviews:
10

Product Cluster:
3
"
P000088,Everest,T-Shirt,Mid Range ($50-$200),78.11,4.29,0.7987837374210358,90.0,10,1,"
Product ID: P000088

Brand: Everest

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $78.11

Product Rating: 4.29

Average Customer Sentiment Score:
0.7987837374210358

Positive Review Percentage:
90.0%

Total Customer Reviews:
10

Product Cluster:
1
"
P000668,Nimbus,Hoodie,Mid Range ($50-$200),168.02,3.77,-0.000224232673645,50.0,4,5,"
Product ID: P000668

Brand: Nimbus

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $168.02

Product Rating: 3.77

Average Customer Sentiment Score:
-0.000224232673645

Positive Review Percentage:
50.0%

Total Customer Reviews:
4

Product Cluster:
5
"
P001469,Orion,Jacket,Mid Range ($50-$200),88.87,2.85,0.4995345920324325,75.0,8,0,"
Product ID: P001469

Brand: Orion

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $88.87

Product Rating: 2.85

Average Customer Sentiment Score:
0.4995345920324325

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
0
"
P000402,Solace,T-Shirt,Mid Range ($50-$200),108.39,4.06,0.9992428521315256,100.0,6,1,"
Product ID: P000402

Brand: Solace

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $108.39

Product Rating: 4.06

Average Customer Sentiment Score:
0.9992428521315256

Positive Review Percentage:
100.0%

Total Customer Reviews:
6

Product Cluster:
1
"
P001171,Zenith,Shorts,Premium ($200-$500),208.75,3.46,0.5693853752953666,78.57142857142857,14,1,"
Product ID: P001171

Brand: Zenith

Product Type: Shorts

Price Range: Premium ($200-$500)

Price: $208.75

Product Rating: 3.46

Average Customer Sentiment Score:
0.5693853752953666

Positive Review Percentage:
78.57142857142857%

Total Customer Reviews:
14

Product Cluster:
1
"
P001826,Solace,Shirt,Mid Range ($50-$200),117.72,4.34,0.2496060505509376,62.5,8,3,"
Product ID: P001826

Brand: Solace

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $117.72

Product Rating: 4.34

Average Customer Sentiment Score:
0.2496060505509376

Positive Review Percentage:
62.5%

Total Customer Reviews:
8

Product Cluster:
3
"
P001602,Everest,Shirt,Premium ($200-$500),260.17,3.79,0.9962853491306304,100.0,2,3,"
Product ID: P001602

Brand: Everest

Product Type: Shirt

Price Range: Premium ($200-$500)

Price: $260.17

Product Rating: 3.79

Average Customer Sentiment Score:
0.9962853491306304

Positive Review Percentage:
100.0%

Total Customer Reviews:
2

Product Cluster:
3
"
P001366,Pulse,Hoodie,Mid Range ($50-$200),95.81,4.13,0.7135892254965646,85.71428571428571,7,5,"
Product ID: P001366

Brand: Pulse

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $95.81

Product Rating: 4.13

Average Customer Sentiment Score:
0.7135892254965646

Positive Review Percentage:
85.71428571428571%

Total Customer Reviews:
7

Product Cluster:
5
"
P001647,Acme,Hoodie,Mid Range ($50-$200),118.8,3.17,0.3326175371805827,66.66666666666666,15,5,"
Product ID: P001647

Brand: Acme

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $118.8

Product Rating: 3.17

Average Customer Sentiment Score:
0.3326175371805827

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
15

Product Cluster:
5
"
P000223,Solace,Jacket,Mid Range ($50-$200),56.92,3.95,0.9998397131760915,100.0,6,0,"
Product ID: P000223

Brand: Solace

Product Type: Jacket

Price Range: Mid Range ($50-$200)

Price: $56.92

Product Rating: 3.95

Average Customer Sentiment Score:
0.9998397131760915

Positive Review Percentage:
100.0%

Total Customer Reviews:
6

Product Cluster:
0
"
P001374,Orion,Shirt,Mid Range ($50-$200),92.28,4.35,0.999237298965454,100.0,6,3,"
Product ID: P001374

Brand: Orion

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $92.28

Product Rating: 4.35

Average Customer Sentiment Score:
0.999237298965454

Positive Review Percentage:
100.0%

Total Customer Reviews:
6

Product Cluster:
3
"
P001052,NeoTech,T-Shirt,Mid Range ($50-$200),196.49,3.9,0.498974268635114,75.0,12,1,"
Product ID: P001052

Brand: NeoTech

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $196.49

Product Rating: 3.9

Average Customer Sentiment Score:
0.498974268635114

Positive Review Percentage:
75.0%

Total Customer Reviews:
12

Product Cluster:
1
"
P000941,Solace,Hoodie,Budget ($0-$50),25.1,3.23,0.776692807674408,88.88888888888889,9,5,"
Product ID: P000941

Brand: Solace

Product Type: Hoodie

Price Range: Budget ($0-$50)

Price: $25.1

Product Rating: 3.23

Average Customer Sentiment Score:
0.776692807674408

Positive Review Percentage:
88.88888888888889%

Total Customer Reviews:
9

Product Cluster:
5
"
P000766,Pulse,T-Shirt,Budget ($0-$50),22.48,4.44,0.4988597929477691,75.0,8,1,"
Product ID: P000766

Brand: Pulse

Product Type: T-Shirt

Price Range: Budget ($0-$50)

Price: $22.48

Product Rating: 4.44

Average Customer Sentiment Score:
0.4988597929477691

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
1
"
P000422,Everest,T-Shirt,Premium ($200-$500),257.15,4.37,0.6901156077018151,84.61538461538461,13,1,"
Product ID: P000422

Brand: Everest

Product Type: T-Shirt

Price Range: Premium ($200-$500)

Price: $257.15

Product Rating: 4.37

Average Customer Sentiment Score:
0.6901156077018151

Positive Review Percentage:
84.61538461538461%

Total Customer Reviews:
13

Product Cluster:
1
"
P001910,Nimbus,Hoodie,Mid Range ($50-$200),76.19,3.13,0.9981680512428284,100.0,9,5,"
Product ID: P001910

Brand: Nimbus

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $76.19

Product Rating: 3.13

Average Customer Sentiment Score:
0.9981680512428284

Positive Review Percentage:
100.0%

Total Customer Reviews:
9

Product Cluster:
5
"
P001505,NeoTech,Skirt,Mid Range ($50-$200),142.27,3.54,0.6908967678363507,84.61538461538461,13,1,"
Product ID: P001505

Brand: NeoTech

Product Type: Skirt

Price Range: Mid Range ($50-$200)

Price: $142.27

Product Rating: 3.54

Average Customer Sentiment Score:
0.6908967678363507

Positive Review Percentage:
84.61538461538461%

Total Customer Reviews:
13

Product Cluster:
1
"
P000962,Everest,T-Shirt,Premium ($200-$500),274.66,4.23,0.4990875497460365,75.0,8,1,"
Product ID: P000962

Brand: Everest

Product Type: T-Shirt

Price Range: Premium ($200-$500)

Price: $274.66

Product Rating: 4.23

Average Customer Sentiment Score:
0.4990875497460365

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
1
"
P001380,Harbor,Sweater,Mid Range ($50-$200),113.22,3.08,0.1427291461399623,57.14285714285714,7,2,"
Product ID: P001380

Brand: Harbor

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $113.22

Product Rating: 3.08

Average Customer Sentiment Score:
0.1427291461399623

Positive Review Percentage:
57.14285714285714%

Total Customer Reviews:
7

Product Cluster:
2
"
P000217,Zenith,Hoodie,Mid Range ($50-$200),101.57,3.68,0.7489701583981514,87.5,8,5,"
Product ID: P000217

Brand: Zenith

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $101.57

Product Rating: 3.68

Average Customer Sentiment Score:
0.7489701583981514

Positive Review Percentage:
87.5%

Total Customer Reviews:
8

Product Cluster:
5
"
P001238,Pulse,Sweater,Mid Range ($50-$200),166.04,3.79,0.6641640464464823,83.33333333333334,6,2,"
Product ID: P001238

Brand: Pulse

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $166.04

Product Rating: 3.79

Average Customer Sentiment Score:
0.6641640464464823

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
2
"
P000823,Harbor,Shirt,Premium ($200-$500),247.47,4.21,0.9984111666679384,100.0,5,3,"
Product ID: P000823

Brand: Harbor

Product Type: Shirt

Price Range: Premium ($200-$500)

Price: $247.47

Product Rating: 4.21

Average Customer Sentiment Score:
0.9984111666679384

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
3
"
P000544,Orion,Hoodie,Premium ($200-$500),248.05,4.0,0.3325273791948954,66.66666666666666,6,5,"
Product ID: P000544

Brand: Orion

Product Type: Hoodie

Price Range: Premium ($200-$500)

Price: $248.05

Product Rating: 4.0

Average Customer Sentiment Score:
0.3325273791948954

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
6

Product Cluster:
5
"
P001276,Harbor,Shorts,Budget ($0-$50),39.32,3.35,0.8175980069420554,90.9090909090909,11,1,"
Product ID: P001276

Brand: Harbor

Product Type: Shorts

Price Range: Budget ($0-$50)

Price: $39.32

Product Rating: 3.35

Average Customer Sentiment Score:
0.8175980069420554

Positive Review Percentage:
90.9090909090909%

Total Customer Reviews:
11

Product Cluster:
1
"
P001591,Solace,T-Shirt,Budget ($0-$50),24.97,4.5,0.4986463934183121,75.0,8,1,"
Product ID: P001591

Brand: Solace

Product Type: T-Shirt

Price Range: Budget ($0-$50)

Price: $24.97

Product Rating: 4.5

Average Customer Sentiment Score:
0.4986463934183121

Positive Review Percentage:
75.0%

Total Customer Reviews:
8

Product Cluster:
1
"
P001517,GreenLeaf,Shorts,Premium ($200-$500),233.7,4.04,0.9980036105428424,100.0,7,1,"
Product ID: P001517

Brand: GreenLeaf

Product Type: Shorts

Price Range: Premium ($200-$500)

Price: $233.7

Product Rating: 4.04

Average Customer Sentiment Score:
0.9980036105428424

Positive Review Percentage:
100.0%

Total Customer Reviews:
7

Product Cluster:
1
"
P000150,Pulse,T-Shirt,Mid Range ($50-$200),70.84,2.59,0.5996001124382019,80.0,5,1,"
Product ID: P000150

Brand: Pulse

Product Type: T-Shirt

Price Range: Mid Range ($50-$200)

Price: $70.84

Product Rating: 2.59

Average Customer Sentiment Score:
0.5996001124382019

Positive Review Percentage:
80.0%

Total Customer Reviews:
5

Product Cluster:
1
"
P000209,Zenith,Hoodie,Mid Range ($50-$200),144.55,3.2,0.9994924187660216,100.0,5,5,"
Product ID: P000209

Brand: Zenith

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $144.55

Product Rating: 3.2

Average Customer Sentiment Score:
0.9994924187660216

Positive Review Percentage:
100.0%

Total Customer Reviews:
5

Product Cluster:
5
"
P000241,Orion,Shirt,Mid Range ($50-$200),148.45,4.55,0.7487485036253929,87.5,8,3,"
Product ID: P000241

Brand: Orion

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $148.45

Product Rating: 4.55

Average Customer Sentiment Score:
0.7487485036253929

Positive Review Percentage:
87.5%

Total Customer Reviews:
8

Product Cluster:
3
"
P001625,Harbor,Shirt,Mid Range ($50-$200),146.81,4.7,0.4272997719900949,71.42857142857143,7,3,"
Product ID: P001625

Brand: Harbor

Product Type: Shirt

Price Range: Mid Range ($50-$200)

Price: $146.81

Product Rating: 4.7

Average Customer Sentiment Score:
0.4272997719900949

Positive Review Percentage:
71.42857142857143%

Total Customer Reviews:
7

Product Cluster:
3
"
P001303,GreenLeaf,Sweater,Mid Range ($50-$200),54.36,4.34,0.3327762285868327,66.66666666666666,3,2,"
Product ID: P001303

Brand: GreenLeaf

Product Type: Sweater

Price Range: Mid Range ($50-$200)

Price: $54.36

Product Rating: 4.34

Average Customer Sentiment Score:
0.3327762285868327

Positive Review Percentage:
66.66666666666666%

Total Customer Reviews:
3

Product Cluster:
2
"
P001347,Astra,Hoodie,Mid Range ($50-$200),94.95,3.24,0.6657204230626425,83.33333333333334,6,5,"
Product ID: P001347

Brand: Astra

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $94.95

Product Rating: 3.24

Average Customer Sentiment Score:
0.6657204230626425

Positive Review Percentage:
83.33333333333334%

Total Customer Reviews:
6

Product Cluster:
5
"
P001782,Zenith,Hoodie,Mid Range ($50-$200),66.11,4.0,-0.0005118310451507,50.0,10,5,"
Product ID: P001782

Brand: Zenith

Product Type: Hoodie

Price Range: Mid Range ($50-$200)

Price: $66.11

Product Rating: 4.0

Average Customer Sentiment Score:
-0.0005118310451507

Positive Review Percentage:
50.0%

Total Customer Reviews:
10

Product Cluster:
5
"
P001283,Orion,Dress,Mid Range ($50-$200),187.33,3.04,0.9979508817195892,100.0,10,3,"
Product ID: P001283

Brand: Orion

Product Type: Dress

Price Range: Mid Range ($50-$200)

Price: $187.33

Product Rating: 3.04

Average Customer Sentiment Score:
0.9979508817195892

Positive Review Percentage:
100.0%

Total Customer Reviews:
10

Product Cluster:
3
"
P000825,Harbor,Jacket,Budget ($0-$50),23.92,4.35,0.9990359544754028,100.0,13,0,"
Product ID: P000825

Brand: Harbor

Product Type: Jacket

Price Range: Budget ($0-$50)

Price: $23.92

Product Rating: 4.35

Average Customer Sentiment Score:
0.9990359544754028

Positive Review Percentage:
100.0%

Total Customer Reviews:
13

Product Cluster:
0
"
P000142,Zenith,Jacket,Premium ($200-$500),205.73,4.65,0.999237298965454,100.0,3,0,"
Product ID: P000142

Brand: Zenith

Product Type: Jacket

Price Range: Premium ($200-$500)

Price: $205.73

Product Rating: 4.65

Average Customer Sentiment Score:
0.999237298965454

Positive Review Percentage:
100.0%

Total Customer Reviews:
3

Product Cluster:
0
"
P001164,GreenLeaf,Shorts,Budget ($0-$50),18.65,3.46,0.4658758560816446,73.33333333333333,15,1,"
Product ID: P001164

Brand: GreenLeaf

Product Type: Shorts

Price Range: Budget ($0-$50)

Price: $18.65

Product Rating: 3.46

Average Customer Sentiment Score:
0.4658758560816446

Positive Review Percentage:
73.33333333333333%

Total Customer Reviews:
15

Product Cluster:
1
"
P001055,Harbor,Shorts,Mid Range ($50-$200),123.01,4.87,0.4432534144984351,72.22222222222221,18,1,"
Product ID: P001055

Brand: Harbor

Product Type: Shorts

Price Range: Mid Range ($50-$200)

Price: $123.01

Product Rating: 4.87

Average Customer Sentiment Score:
0.4432534144984351

Positive Review Percentage:
72.22222222222221%

Total Customer Reviews:
18

Product Cluster:
1
"
P000320,Zenith,Skirt,Budget ($0-$50),47.88,2.64,0.2724768952889876,63.63636363636363,11,1,"
Product ID: P000320

Brand: Zenith

Product Type: Skirt

Price Range: Budget ($0-$50)

Price: $47.88

Product Rating: 2.64

Average Customer Sentiment Score:
0.2724768952889876

Positive Review Percentage:
63.63636363636363%

Total Customer Reviews:
11

Product Cluster:
1
"
P001046,Zenith,Jeans,Mid Range ($50-$200),157.61,3.31,0.5550151003731622,77.77777777777779,9,4,"
Product ID: P001046

Brand: Zenith

Product Type: Jeans

Price Range: Mid Range ($50-$200)

Price: $157.61

Product Rating: 3.31

Average Customer Sentiment Score:
0.5550151003731622

Positive Review Percentage:
77.77777777777779%

Total Customer Reviews:
9

Product Cluster:
4
"
